node_id	name
NCBITaxon:1001710	Mycobacteroides abscessus subsp. bolletii 2B-0107
NCBITaxon:1001711	Mycobacteroides abscessus subsp. bolletii 2B-0912-R
NCBITaxon:1001712	Mycobacteroides abscessus subsp. bolletii 2B-0912-S
NCBITaxon:1001713	Mycobacteroides abscessus subsp. bolletii 2B-0307
NCBITaxon:1001714	Mycobacteroides abscessus subsp. massiliense CCUG 48898 = JCM 15300
NCBITaxon:1001715	Mycobacteroides abscessus 3A-0122-R
NCBITaxon:1001716	Mycobacteroides abscessus 3A-0122-S
NCBITaxon:1001717	Mycobacteroides abscessus 3A-0810-R
NCBITaxon:1001718	Mycobacteroides abscessus 3A-0731
NCBITaxon:1001719	Mycobacteroides abscessus 3A-0930-S
NCBITaxon:1001720	Mycobacteroides abscessus 3A-0930-R
NCBITaxon:1001721	Mycobacteroides abscessus 3A-0119-R
NCBITaxon:1001722	Mycobacteroides abscessus 4S-0303
NCBITaxon:1001723	Mycobacteroides abscessus 4S-0206
NCBITaxon:1001724	Mycobacteroides abscessus 4S-0116-S
NCBITaxon:1001725	Mycobacteroides abscessus 4S-0116-R
NCBITaxon:1001726	Mycobacteroides abscessus 4S-0726-RA
NCBITaxon:1001727	Mycobacteroides abscessus 4S-0726-RB
NCBITaxon:1001728	Mycobacteroides abscessus 5S-0304
NCBITaxon:1001730	Mycobacteroides abscessus 5S-0708
NCBITaxon:1001731	Mycobacteroides abscessus 5S-0422
NCBITaxon:1001732	Mycobacteroides abscessus 5S-0921
NCBITaxon:1001733	Mycobacteroides abscessus 5S-1212
NCBITaxon:1001734	Mycobacteroides abscessus 5S-1215
NCBITaxon:1001735	Mycobacteroides abscessus 5S-0817
NCBITaxon:1001736	Mycobacteroides abscessus 6G-0728-S
NCBITaxon:1001737	Mycobacteroides abscessus 6G-0728-R
NCBITaxon:1001738	Mycobacteroides abscessus 6G-1108
NCBITaxon:1001739	Mycobacteroides abscessus 6G-0212
NCBITaxon:100174	Clostridium peptidivorans
NCBITaxon:1001740	Mycobacteroides abscessus 6G-0125-R
NCBITaxon:1001741	Mycobacteroides abscessus 6G-0125-S
NCBITaxon:100177	Borreliella lusitaniae
NCBITaxon:1001986	Leptospira interrogans serovar Copenhageni str. 2006007831
NCBITaxon:1001987	Leptospira interrogans serovar Copenhageni str. 2001025091
NCBITaxon:1001989	Escherichia coli PCN033
NCBITaxon:1001994	Nitrosarchaeum koreense MY1
NCBITaxon:1002	Hugenholtzia roseola
NCBITaxon:1002220	Acetivibrio alkalicellulosi DSM 17461
NCBITaxon:1002227	Methylovorus menthalis
NCBITaxon:100225	Austwickia chelonae
NCBITaxon:100226	Streptomyces coelicolor A3(2)
NCBITaxon:1002339	Psychrobacter sp. 1501(2011)
NCBITaxon:1002340	Leisingera sp. ANG1
NCBITaxon:1002364	Hafnia alvei ATCC 51873
NCBITaxon:1002365	Lacticaseibacillus rhamnosus ATCC 21052
NCBITaxon:1002366	Listeria innocua ATCC 33091
NCBITaxon:1002367	Leyella stercorea DSM 18206
NCBITaxon:1002368	Yokenella regensburgei ATCC 43003
NCBITaxon:1002369	Clostridioides difficile 70-100-2010
NCBITaxon:1002526	Halopseudomonas formosensis
NCBITaxon:1002672	Candidatus Pelagibacter sp. IMCC9063
NCBITaxon:1002689	Occallatibacter riparius
NCBITaxon:1002691	Occallatibacter savannae
NCBITaxon:1002795	Pectinatus sottacetonis
NCBITaxon:1002804	Helicobacter bizzozeronii CIII-1
NCBITaxon:1002805	Helicobacter bizzozeronii CCUG 35545
NCBITaxon:1002809	Solibacillus silvestris StLB046
NCBITaxon:1002870	Gaiella occulta
NCBITaxon:1003	Thermoflexibacter ruber
NCBITaxon:1003091	Methylobacterium thuringiense
NCBITaxon:1003092	Methylobacterium trifolii
NCBITaxon:1003110	Micromonospora maris
NCBITaxon:1003181	Candidatus Thiomargarita nelsonii
NCBITaxon:1003185	Salmonella enterica subsp. enterica serovar Agona str. SA-1
NCBITaxon:1003188	Salmonella enterica subsp. enterica serovar Agona str. SA-4
NCBITaxon:1003191	Salmonella enterica subsp. enterica serovar Tennessee str. TXSC_TXSC08-19
NCBITaxon:1003192	Salmonella enterica subsp. enterica serovar Tennessee str. TXSC_TXSC08-21
NCBITaxon:1003195	Streptantibioticus cattleyicolor NRRL 8057 = DSM 46488
NCBITaxon:1003200	Achromobacter insuavis AXX-A
NCBITaxon:1003201	Rickettsia typhi str. TH1527
NCBITaxon:1003202	Rickettsia typhi str. B9991CWPP
NCBITaxon:1003237	Nitrospirillum viridazoti Y2
NCBITaxon:1003238	Chlamydia abortus LLG
NCBITaxon:1003239	Bacillus cereus C1L
NCBITaxon:100379	Onion yellows phytoplasma
NCBITaxon:1003997	Alicyclobacillus cellulosilyticus
NCBITaxon:1004	Chitinophaga sancti
NCBITaxon:1004149	Mesoflavibacter zeaxanthinifaciens S86
NCBITaxon:1004150	Photorhabdus khanii
NCBITaxon:1004151	Photorhabdus khanii NC19
NCBITaxon:1004153	Escherichia coli AA86
NCBITaxon:1004156	Candidatus Brocadia carolinensis
NCBITaxon:1004159	Photorhabdus tasmaniensis
NCBITaxon:1004165	Photorhabdus caribbeanensis
NCBITaxon:1004166	Photorhabdus hainanensis
NCBITaxon:1004261	Oceanobacillus indicireducens
NCBITaxon:1004279	Mesorhizobium muleiense
NCBITaxon:1004304	Hydrotalea sandarakina
NCBITaxon:1004305	Aphanothece stagnina
NCBITaxon:1004316	Vibrio sonorensis
NCBITaxon:1004322	Vibrio crosai
NCBITaxon:1004326	Vibrio mexicanus
NCBITaxon:1004583	Neoscardovia arbecensis
NCBITaxon:100468	Schleiferilactobacillus perolens
NCBITaxon:100469	Schaalia canis
NCBITaxon:1004785	Alteromonas macleodii str. 'Black Sea 11'
NCBITaxon:1004786	Alteromonas mediterranea DE1
NCBITaxon:1004787	Alteromonas macleodii str. 'Balearic Sea AD45'
NCBITaxon:1004788	Alteromonas macleodii str. 'English Channel 673'
NCBITaxon:1004836	Gluconacetobacter sp. SXCC-1
NCBITaxon:1004901	Gordonia iterans
NCBITaxon:1004954	Brucella suis bv. 1 str. S2
NCBITaxon:1004955	Brucella melitensis bv. 1 str. M111
NCBITaxon:1004956	Brucella melitensis bv. 1 str. M28-12
NCBITaxon:1004957	Brucella melitensis bv. 1 str. M5
NCBITaxon:1005	Flexibacter sp.
NCBITaxon:1005039	Fimbriimonas ginsengisoli
NCBITaxon:1005043	Candidatus Regiella insecticola 5.15
NCBITaxon:1005046	[Haemophilus] ducreyi ATCC 33921
NCBITaxon:1005048	Collimonas fungivorans Ter331
NCBITaxon:1005057	Buchnera aphidicola str. Ua (Uroleucon ambrosiae)
NCBITaxon:1005058	Gallibacterium anatis UMN179
NCBITaxon:1005090	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)
NCBITaxon:1005395	Pseudomonas bharatica CSV86
NCBITaxon:1005396	Escherichia coli 88.1467
NCBITaxon:1005397	Escherichia coli 88.0221
NCBITaxon:1005398	Escherichia coli 88.1042
NCBITaxon:1005399	Escherichia coli 89.0511
NCBITaxon:1005400	Escherichia coli 90.0091
NCBITaxon:1005401	Escherichia coli 90.0039
NCBITaxon:1005402	Escherichia coli 90.2281
NCBITaxon:1005403	Escherichia coli 93.0055
NCBITaxon:1005404	Escherichia coli 93.0056
NCBITaxon:1005405	Escherichia coli 94.0618
NCBITaxon:1005406	Escherichia coli 95.0183
NCBITaxon:1005407	Escherichia coli 95.1288
NCBITaxon:1005408	Escherichia coli 95.0943
NCBITaxon:1005410	Escherichia coli 96.0428
NCBITaxon:1005411	Escherichia coli 96.0427
NCBITaxon:1005412	Escherichia coli 96.0939
NCBITaxon:1005413	Escherichia coli 96.0932
NCBITaxon:1005414	Escherichia coli 96.0109
NCBITaxon:1005415	Escherichia coli 96.0107
NCBITaxon:1005416	Escherichia coli 97.0003
NCBITaxon:1005418	Escherichia coli 97.1742
NCBITaxon:1005419	Escherichia coli 97.0010
NCBITaxon:1005420	Escherichia coli 97.0007
NCBITaxon:1005421	Escherichia coli 99.0672
NCBITaxon:1005422	Escherichia coli 99.0678
NCBITaxon:1005423	Escherichia coli 99.0670
NCBITaxon:1005424	Escherichia coli 99.0713
NCBITaxon:1005430	Escherichia coli 99.0816
NCBITaxon:1005431	Escherichia coli 99.0848
NCBITaxon:1005432	Escherichia coli 99.0839
NCBITaxon:1005433	Escherichia coli 99.0815
NCBITaxon:1005434	Escherichia coli 99.0814
NCBITaxon:1005435	Escherichia coli 99.1762
NCBITaxon:1005436	Escherichia coli 99.1805
NCBITaxon:1005437	Escherichia coli 99.1793
NCBITaxon:1005438	Escherichia coli 99.1775
NCBITaxon:1005439	Escherichia coli 99.1781
NCBITaxon:1005440	Escherichia coli 99.1753
NCBITaxon:1005441	Escherichia coli 0.1304
NCBITaxon:1005442	Escherichia coli 0.1288
NCBITaxon:1005450	Escherichia coli 3.4870
NCBITaxon:1005452	Escherichia coli 5.2239
NCBITaxon:1005455	Escherichia coli 6.0172
NCBITaxon:1005461	Escherichia coli 8.0586
NCBITaxon:1005462	Escherichia coli 8.0566
NCBITaxon:1005463	Escherichia coli 8.0416
NCBITaxon:1005464	Escherichia coli 8.0569
NCBITaxon:1005466	Escherichia coli 10.0833
NCBITaxon:1005467	Escherichia coli 10.0869
NCBITaxon:1005469	Escherichia coli 10.0821
NCBITaxon:1005470	Escherichia coli FDA504
NCBITaxon:1005471	Escherichia coli FDA505
NCBITaxon:1005472	Escherichia coli FDA507
NCBITaxon:1005473	Escherichia coli FDA517
NCBITaxon:1005474	Escherichia coli FDA506
NCBITaxon:1005475	Escherichia coli FRIK1996
NCBITaxon:1005476	Escherichia coli FRIK1985
NCBITaxon:1005477	Escherichia coli FRIK1999
NCBITaxon:1005478	Escherichia coli FRIK1990
NCBITaxon:1005479	Escherichia coli FRIK2001
NCBITaxon:1005480	Escherichia coli FRIK1997
NCBITaxon:1005481	Escherichia coli 93-001
NCBITaxon:1005482	Escherichia coli FRIK523
NCBITaxon:1005483	Escherichia coli FRIK920
NCBITaxon:1005484	Escherichia coli NE037
NCBITaxon:1005485	Escherichia coli NE1487
NCBITaxon:1005486	Escherichia coli NE098
NCBITaxon:1005487	Escherichia coli PA2
NCBITaxon:1005488	Escherichia coli PA3
NCBITaxon:1005489	Escherichia coli PA4
NCBITaxon:1005490	Escherichia coli PA5
NCBITaxon:1005491	Escherichia coli PA7
NCBITaxon:1005492	Escherichia coli PA8
NCBITaxon:1005493	Escherichia coli PA9
NCBITaxon:1005494	Escherichia coli PA10
NCBITaxon:1005495	Escherichia coli PA14
NCBITaxon:1005496	Escherichia coli PA15
NCBITaxon:1005497	Escherichia coli PA22
NCBITaxon:1005498	Escherichia coli PA23
NCBITaxon:1005499	Escherichia coli PA24
NCBITaxon:1005500	Escherichia coli PA25
NCBITaxon:1005501	Escherichia coli PA28
NCBITaxon:1005502	Escherichia coli PA31
NCBITaxon:1005503	Escherichia coli PA32
NCBITaxon:1005504	Escherichia coli PA33
NCBITaxon:1005505	Escherichia coli PA34
NCBITaxon:1005506	Escherichia coli PA38
NCBITaxon:1005507	Escherichia coli PA39
NCBITaxon:1005508	Escherichia coli PA40
NCBITaxon:1005509	Escherichia coli PA41
NCBITaxon:1005510	Escherichia coli PA42
NCBITaxon:1005511	Escherichia coli PA45
NCBITaxon:1005512	Escherichia coli PA47
NCBITaxon:1005513	Escherichia coli PA48
NCBITaxon:1005514	Escherichia coli PA49
NCBITaxon:1005515	Escherichia coli TW06591
NCBITaxon:1005516	Escherichia coli TW07945
NCBITaxon:1005517	Escherichia coli TW10246
NCBITaxon:1005518	Escherichia coli TW11039
NCBITaxon:1005519	Escherichia coli TW09098
NCBITaxon:1005520	Escherichia coli TW09109
NCBITaxon:1005521	Escherichia coli TW09195
NCBITaxon:1005522	Escherichia coli TW10119
NCBITaxon:1005523	Escherichia coli EC4203
NCBITaxon:1005524	Escherichia coli EC4196
NCBITaxon:1005526	Escherichia coli TW14301
NCBITaxon:1005527	Escherichia coli EC4421
NCBITaxon:1005528	Escherichia coli EC4422
NCBITaxon:1005529	Escherichia coli EC4013
NCBITaxon:1005530	Escherichia coli EC4402
NCBITaxon:1005531	Escherichia coli EC4439
NCBITaxon:1005532	Escherichia coli EC4436
NCBITaxon:1005533	Escherichia coli EC4437
NCBITaxon:1005534	Escherichia coli EC4448
NCBITaxon:1005535	Escherichia coli EC1738
NCBITaxon:1005536	Escherichia coli EC1734
NCBITaxon:1005537	Escherichia coli EC1735
NCBITaxon:1005538	Escherichia coli EC1736
NCBITaxon:1005539	Escherichia coli EC1737
NCBITaxon:1005540	Escherichia coli EC1845
NCBITaxon:1005541	Escherichia coli EC1846
NCBITaxon:1005542	Escherichia coli EC1847
NCBITaxon:1005543	Escherichia coli EC1848
NCBITaxon:1005544	Escherichia coli EC1849
NCBITaxon:1005545	Escherichia coli EC1850
NCBITaxon:1005546	Escherichia coli EC1856
NCBITaxon:1005547	Escherichia coli EC1862
NCBITaxon:1005548	Escherichia coli EC1863
NCBITaxon:1005549	Escherichia coli EC1864
NCBITaxon:1005550	Escherichia coli EC1865
NCBITaxon:1005551	Escherichia coli EC1866
NCBITaxon:1005552	Escherichia coli EC1868
NCBITaxon:1005553	Escherichia coli EC1869
NCBITaxon:1005554	Escherichia coli EC1870
NCBITaxon:1005555	Escherichia coli TT12B
NCBITaxon:1005557	Escherichia coli MA6
NCBITaxon:1005558	Escherichia coli 5905
NCBITaxon:1005559	Escherichia coli CB7326
NCBITaxon:1005560	Escherichia coli EC96038
NCBITaxon:1005561	Escherichia coli 5412
NCBITaxon:1005562	Escherichia coli TW15901
NCBITaxon:1005563	Escherichia coli ARS4.2123
NCBITaxon:1005564	Escherichia coli TW00353
NCBITaxon:1005565	Escherichia coli 3006
NCBITaxon:1005566	Escherichia coli 07798
NCBITaxon:1005567	Escherichia coli N1
NCBITaxon:1005665	Kosakonia oryzendophytica
NCBITaxon:1005667	Kosakonia oryziphila
NCBITaxon:1005703	Propionibacterium sp. CC003-HC2
NCBITaxon:1005704	Streptococcus oralis SK255
NCBITaxon:1005705	Streptococcus infantis SK1076
NCBITaxon:1005706	Streptococcus dysgalactiae subsp. equisimilis SK1250
NCBITaxon:1005740	Aminivibrio pyruvatiphilus
NCBITaxon:1005925	Kordiimonas aestuarii
NCBITaxon:1005926	Flagellimonas taeanensis
NCBITaxon:1005928	Roseovarius lutimaris
NCBITaxon:1005941	Planococcus halocryophilus Or1
NCBITaxon:1005944	Nocardioides szechwanensis
NCBITaxon:1005945	Nocardioides psychrotolerans
NCBITaxon:1005994	Trabulsiella guamensis ATCC 49490
NCBITaxon:1005995	Tatumella ptyseos ATCC 33301
NCBITaxon:1005996	Raoultella planticola ATCC 33531
NCBITaxon:1005999	Leminorella grimontii ATCC 33999 = DSM 5078
NCBITaxon:1006	Marivirga tractuosa
NCBITaxon:1006000	Kluyvera ascorbata ATCC 33433
NCBITaxon:1006003	Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681
NCBITaxon:1006004	Buttiauxella agrestis ATCC 33320
NCBITaxon:1006005	Metallosphaera cuprina
NCBITaxon:1006006	Metallosphaera cuprina Ar-4
NCBITaxon:1006007	Priestia megaterium WSH-002
NCBITaxon:1006155	Listeria weihenstephanensis
NCBITaxon:1006543	Staphylococcus aureus subsp. aureus T0131
NCBITaxon:1006551	Klebsiella michiganensis KCTC 1686
NCBITaxon:1006554	Acetobacter pasteurianus NBRC 101655
NCBITaxon:1006576	Defluviitoga tunisiensis
NCBITaxon:1006581	Mycoplasmoides gallisepticum S6
NCBITaxon:1007064	Streptococcus suis ST3
NCBITaxon:1007084	Candidatus Nitrosarchaeum limnium
NCBITaxon:1007087	Brevibacterium hankyongi
NCBITaxon:1007089	Compostibacter hankyongensis
NCBITaxon:1007092	Microlunatus terrae
NCBITaxon:1007095	Pigmentiphaga soli
NCBITaxon:1007096	Oscillibacter ruminantium GH1
NCBITaxon:1007097	Gordonia caeni
NCBITaxon:1007098	Deinococcus daejeonensis
NCBITaxon:1007099	Pseudomonas kuykendallii
NCBITaxon:1007103	Paenibacillus elgii B69
NCBITaxon:1007104	Sphingomonas sp. S17
NCBITaxon:1007105	Pusillimonas sp. T7-7
NCBITaxon:100716	Chloroherpeton thalassium
NCBITaxon:1007495	Pseudomonas sp. DSM 6611
NCBITaxon:1007511	Sphingobium limneticum
NCBITaxon:1007516	Rhizorhabdus starnbergensis
NCBITaxon:100761	Dechloromarinus chlorophilus
NCBITaxon:100762	Azospirillum sp. TTI
NCBITaxon:1007656	Pseudomonas fluorescens Wayne1
NCBITaxon:100767	Pseudomonas sp. PK
NCBITaxon:1007676	Companilactobacillus ginsenosidimutans
NCBITaxon:1008	Saprospira grandis
NCBITaxon:1008152	Haladaptatus pallidirubidus
NCBITaxon:1008153	Halalkalicoccus paucihalophilus
NCBITaxon:1008159	Halorubrum sp. YIM 93749
NCBITaxon:1008297	Salmonella enterica subsp. enterica serovar Typhimurium str. 798
NCBITaxon:1008305	Fervidobacterium thailandense
NCBITaxon:1008307	Maricurvus nonylphenolicus
NCBITaxon:1008308	Fusibacter tunisiensis
NCBITaxon:1008392	Chitinispirillum alkaliphilum
NCBITaxon:1008452	Streptococcus mitis SK1073
NCBITaxon:1008453	Streptococcus mitis SK1080
NCBITaxon:1008454	Staphylococcus epidermidis FS1
NCBITaxon:1008459	Taylorella asinigenitalis MCE3
NCBITaxon:1008460	Pyrococcus yayanosii
NCBITaxon:100868	Magnetospirillum sp. WD
NCBITaxon:100884	Coprobacillus cateniformis
NCBITaxon:100886	Catenibacterium mitsuokai
NCBITaxon:1009370	Acetonema longum DSM 6540
NCBITaxon:1009464	Gardnerella vaginalis HMP9231
NCBITaxon:1009714	Pseudomonas aeruginosa PAK
NCBITaxon:1009846	Burkholderia cepacia GG4
NCBITaxon:1009852	Comamonas testosteroni ATCC 11996
NCBITaxon:1009853	Xanthomonas oryzae X11-5A
NCBITaxon:1009854	Xanthomonas oryzae X8-1A
NCBITaxon:1009856	Buchnera aphidicola str. USDA (Myzus persicae)
NCBITaxon:1009857	Buchnera aphidicola str. W106 (Myzus persicae)
NCBITaxon:1009858	Buchnera aphidicola str. G002 (Myzus persicae)
NCBITaxon:1009859	Buchnera aphidicola str. F009 (Myzus persicae)
NCBITaxon:1010	Sphingobacterium mizutaii
NCBITaxon:101059	Viridibacillus neidei
NCBITaxon:1010610	Methylobacterium gnaphalii
NCBITaxon:1010611	Thalassovita litoralis
NCBITaxon:101070	Rummeliibacillus pycnus
NCBITaxon:1010795	Escherichia coli O5
NCBITaxon:1010796	Escherichia coli O8
NCBITaxon:1010804	Escherichia coli O5 str. U1-41
NCBITaxon:1010805	Escherichia coli O6 str. Bi7458-41
NCBITaxon:1010806	Escherichia coli O8 str. G3404-41
NCBITaxon:1010807	Escherichia coli O9 str. Bi316-42
NCBITaxon:1010808	Escherichia coli O10 str. Bi8337-41
NCBITaxon:1010809	Escherichia coli O16 str. F11119-41
NCBITaxon:1010810	Escherichia coli O17 str. K12a
NCBITaxon:1010811	Escherichia coli O20 str. P7a
NCBITaxon:1010812	Escherichia coli O33 str. E40
NCBITaxon:1010813	Escherichia coli O34 str. H304
NCBITaxon:1010814	Escherichia coli 2254-75 (11a)
NCBITaxon:1010815	Escherichia coli A9619-c2 (11c)
NCBITaxon:1010816	Escherichia coli 3350-73 (13a)
NCBITaxon:1010817	Escherichia coli C691-71 (14b)
NCBITaxon:1010818	Escherichia coli 92.0144 (F03)
NCBITaxon:1010819	Escherichia coli H16
NCBITaxon:1010820	Escherichia coli SEQ895
NCBITaxon:1010821	Escherichia coli 5.3169
NCBITaxon:1010822	Escherichia coli 8.2256
NCBITaxon:1010823	Escherichia coli 85.1284
NCBITaxon:1010824	Escherichia coli 85.0143
NCBITaxon:1010825	Escherichia coli 6.168
NCBITaxon:1010838	Mycobacterium avium subsp. paratuberculosis S397
NCBITaxon:101192	Methanomethylovorans hollandica
NCBITaxon:101383	Cryomorpha ignava
NCBITaxon:101385	Aequorivita sublithincola
NCBITaxon:1014	Weeksella virosa
NCBITaxon:101489	Xylanimonas pachnodae
NCBITaxon:1015	Bergeyella zoohelcum
NCBITaxon:101510	Rhodococcus jostii RHA1
NCBITaxon:101564	Ectopseudomonas alcaliphila
NCBITaxon:101571	Burkholderia ubonensis
NCBITaxon:101689	Phycicoccus elongatus
NCBITaxon:1016997	Polycladomyces subterraneus
NCBITaxon:1016998	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7
NCBITaxon:1017	Capnocytophaga gingivalis
NCBITaxon:1017018	Paenimyroides anatoliense
NCBITaxon:1017021	Escherichia coli C54-58 (1b)
NCBITaxon:1017022	Escherichia coli 93-111
NCBITaxon:1017026	Escherichia coli RDEC-1 (10f)
NCBITaxon:1017095	Mucilaginibacter soli
NCBITaxon:1017177	Gluconacetobacter tumulicola
NCBITaxon:1017181	Gluconacetobacter asukensis
NCBITaxon:1017184	Camelimonas abortus
NCBITaxon:1017264	Bordetella pertussis CS
NCBITaxon:1017265	Bordetella pertussis CS-1
NCBITaxon:1017266	Lactococcus garvieae UNIUD074
NCBITaxon:1017270	Fictibacillus enclensis
NCBITaxon:1017273	Domibacillus enclensis
NCBITaxon:1017277	Exiguobacterium enclense NIO-1109 is a mesophilic bacterium that was isolated from marine sediment.
NCBITaxon:1017351	Halobaculum magnesiiphilum
NCBITaxon:1017354	Rubrobacter bracarensis
NCBITaxon:1018	Capnocytophaga ochracea
NCBITaxon:1019	Capnocytophaga sputigena
NCBITaxon:102	Polaribacter glomeratus
NCBITaxon:102109	Desulfovibrio inopinatus
NCBITaxon:102116	Stanieria cyanosphaera
NCBITaxon:102125	Xenococcus sp. PCC 7305
NCBITaxon:102127	Baaleninema simplex PCC 7105
NCBITaxon:102129	Leptolyngbya sp. PCC 7375
NCBITaxon:102134	Desulfoscipio gibsoniae
NCBITaxon:102148	Solobacterium moorei
NCBITaxon:102170	Desulfallas sapomandens
NCBITaxon:1022	Beggiatoa alba
NCBITaxon:102226	Amycolatopsis albidoflavus
NCBITaxon:102227	Pseudonocardia kongjuensis
NCBITaxon:102232	Gloeocapsa sp. PCC 73106
NCBITaxon:102235	Cyanobacterium stanieri
NCBITaxon:1025	Flammeovirga arenaria
NCBITaxon:1026	Marinoscillum furvescens
NCBITaxon:102608	Helicobacter pylori F32
NCBITaxon:102617	Helicobacter pylori SS1
NCBITaxon:102618	Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504 = JCM 12093
NCBITaxon:102619	Helicobacter pylori NCTC 11638
NCBITaxon:102684	Streptococcus infantarius
NCBITaxon:1026882	Methylophaga aminisulfidivorans MP
NCBITaxon:1027249	Gracilibacillus kekensis
NCBITaxon:1027273	Endozoicomonas montiporae
NCBITaxon:1027292	Sporosarcina newyorkensis 2681
NCBITaxon:1027360	Edwardsiella ictaluri ATCC 33202
NCBITaxon:1027364	Edwardsiella tarda DT
NCBITaxon:1027371	Gordonia alkanivorans NBRC 16433
NCBITaxon:1027372	Enterococcus faecalis OG1X
NCBITaxon:1027373	Nitrosopumilus sp. AR
NCBITaxon:1027374	Nitrosopumilus sp. SJ
NCBITaxon:1027396	Listeria monocytogenes str. Scott A
NCBITaxon:1027633	Enteractinococcus coprophilus
NCBITaxon:1028	Marivirga sericea
NCBITaxon:1028214	Lacihabitans lacunae
NCBITaxon:1028307	Klebsiella aerogenes KCTC 2190
NCBITaxon:1028381	Bacillaceae bacterium JMAK1
NCBITaxon:1028490	Lactiplantibacillus pentosus MP-10
NCBITaxon:1028566	Sulfolobus acidocaldarius N8
NCBITaxon:102862	Proteus penneri
NCBITaxon:1028742	Pontixanthobacter gangjinensis
NCBITaxon:1028743	Arenibacter hampyeongensis
NCBITaxon:1028745	Aestuariibaculum suncheonense
NCBITaxon:1028746	Christiangramia aestuarii
NCBITaxon:1028749	Microbulbifer gwangyangensis
NCBITaxon:1028750	Photobacterium aestuarii
NCBITaxon:1028752	Shewanella aestuarii
NCBITaxon:1028799	Staphylococcus aureus subsp. aureus VC40
NCBITaxon:1028800	Neorhizobium galegae bv. orientalis str. HAMBI 540
